Time,TrialID,LShoulder_speed,RElbow_speed,LWrist_speed,LWrist_vert_vel,RShoulder_speed,RHip_speed,LKnee_speed,Head_speed,RWrist_speed,RWrist_vert_vel,LElbow_speed,RHeel_speed,RKnee_speed,LHeel_speed,LHip_speed,LShoulder_speed_movement,LShoulder_speed_event,RElbow_speed_movement,LWrist_speed_movement,LWrist_speed_event,RShoulder_speed_movement,RShoulder_speed_event,RHip_speed_movement,RHip_speed_event,LKnee_speed_movement,LKnee_speed_event,Head_speed_movement,Head_speed_event,RWrist_speed_movement,RWrist_speed_event,LElbow_speed_movement,RHeel_speed_movement,RHeel_speed_event,RKnee_speed_movement,RKnee_speed_event,LHeel_speed_movement,LHeel_speed_event,LHip_speed_movement,LHip_speed_event,LWrist_vert_vel_movement,LWrist_vert_vel_movement_event,RWrist_vert_vel_movement,RWrist_vert_vel_movement_event
0.0,0_2_69_p0,2.285568811560383,2.9634982806808847,12.388490310302558,2.2642048639428523,1.9685858045852789,-0.1431438080987419,0.7581166571046201,3.442059201977701,3.173873700698264,1.1190815998587584,4.833589709988363,0.0,-1.1620059587418925,0.978553252376471,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
16.6666666666666,0_2_69_p0,2.285568811560383,2.9634982806808847,12.388490310302558,2.2642048639428523,1.9685858045852789,-0.1431438080987419,0.7581166571046201,3.442059201977701,3.173873700698264,1.1190815998587584,4.833589709988363,0.0,-1.1620059587418925,0.978553252376471,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
33.3333333333333,0_2_69_p0,2.4636907424107664,3.0203645027792847,12.267582243909974,2.1588093310637624,1.9794680422948123,0.3261749439798139,1.0924051221540778,3.499230290636004,3.1800261410994435,1.137563810893161,4.720824964605199,4.20892119039684,-0.8057593686818125,0.9920882776076154,2.391947830570445,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
50.0,0_2_69_p0,2.6418126732611498,3.0772307248776847,12.14667417751739,2.053413798184672,1.990350280004346,0.7954936960583698,1.4266935872035351,3.5564013792943063,3.186178581500623,1.1560460219275634,4.6080602192220335,4.208921190395008,-0.4495127786217324,1.00562330283876,2.3919478305699933,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
66.6666666666666,0_2_69_p0,2.819934604111533,3.1340969469760847,12.025766111124804,1.9480182653055824,2.00123251771388,1.2648124481369258,1.760982052252993,3.613572467952609,3.192331021901803,1.174528232961966,4.495295473838869,4.208921190397575,-0.0932661885616523,1.0191583280699044,2.391947830571399,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
83.3333333333333,0_2_69_p0,2.998056534961917,3.190963169074484,11.90485804473222,1.842622732426492,2.012114755423413,1.7341312002154816,2.095270517302451,3.670743556610912,3.1984834623029825,1.1930104439963685,4.382530728455704,4.208921190395595,0.2629804014984276,1.032693353301049,2.3919478305711124,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
99.9999999999999,0_2_69_p0,3.1761784658123005,3.247829391172884,11.783949978339637,1.737227199547402,2.0229969931329466,2.2034499522940374,2.4295589823519084,3.7279146452692142,3.204635902704162,1.211492655030771,4.269765983072539,4.2089211903962775,0.6192269915585076,1.0462283785321933,2.3919478305699933,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
116.6666666666666,0_2_69_p0,3.354300396662684,3.304695613271284,11.663041911947053,1.631831666668312,2.0338792308424805,2.6727687043725936,2.763847447401366,3.785085733927517,3.210788343105342,1.2299748660651737,4.157001237689375,4.20892119039722,0.9754735816185878,1.059763403763338,2.391947830572588,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
133.33333333333331,0_2_69_p0,3.532422327513068,3.361561835369684,11.542133845554469,1.526436133789222,2.0447614685520143,3.1420874564511494,3.0981359124508243,3.842256822585819,3.216940783506522,1.248457077099576,4.04423649230621,4.20892119039595,1.3317201716786675,1.0732984289944822,2.391947830569288,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
150.0,0_2_69_p0,3.827505693517166,3.6124907693691792,11.99552968620834,1.5059891543302264,2.144008544198603,3.611406208529705,3.432424377500282,4.036479824334118,3.4761147149635487,1.330119733885457,4.22708120916054,2.306197635451397,1.6879667617387475,1.0868334542256268,2.198023435949896,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
